ID,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
18690,0.09,0.18,0.01,0.1,0.37
16381,0.11,0.15,0,0.06,0.32
7473,0,0,0.02,0,0.02
12972,0.41,0.11,0,0.04,0.55
4354,0.01,0,0,0,0.01
14541,0.1,0.07,0,0.02,0.18
10424,0.08,0,0,0.01,0.09
2717,0,0,0.13,0,0.13
11851,0.02,0.01,0,0,0.03
18470,0.13,0.03,0,0,0.17
17354,1.69,0.04,0,0.01,1.74
15397,0,0.14,0,0.02,0.16
18791,0.02,0.02,0,0.01,0.04
7832,0.05,0,0,0,0.05
8181,0,0.05,0,0.01,0.06
1042,0,0,0.05,0,0.05
12657,0,0,0.03,0,0.03
6099,0.17,0.04,0,0.04,0.25
10548,0,0,0.04,0,0.04
8542,0.05,0,0,0,0.06
15114,0,0,0.02,0,0.02
9444,0.3,0.33,0,0.06,0.68
8864,0.25,0.7,0.03,0.25,1.23
18919,0.05,0.03,0,0.01,0.09
13043,0.01,0,0,0,0.02
4676,0.14,0.04,0.02,0.01,0.2
13578,1.13,0.36,0.92,0.07,2.47
11453,0.02,0,0,0,0.02
6506,0.02,0,0,0,0.02
5518,0.09,0.07,0,0.02,0.18
9336,0.02,0.01,0,0,0.03
6492,0.14,0.09,0.19,0.03,0.45
6235,0.85,0.43,0,0.06,1.34
12276,0,0,0.29,0,0.29
1410,0,0,0.19,0,0.19
10608,0.07,0.09,0,0.04,0.19
604,0.14,0,0,0.01,0.16
15953,0.72,0.38,0,0.12,1.23
15102,0,0,0.08,0,0.08
3856,0.44,0.16,0,0.01,0.61
8712,0.03,0.01,0.01,0,0.05
1967,0.61,0.18,0,0.94,1.72
14267,0,0,0.02,0,0.02
563,0,0,0.07,0,0.07
15778,2.18,0.01,0,0.18,2.37
12474,0.05,0.01,0.04,0.01,0.11
13183,4.18,0.26,0.01,0.08,4.53
14012,0.17,0,0,0.01,0.18
17170,0,0.09,0,0.01,0.1
17056,0.1,0.04,0,0,0.14
1852,0.12,0.04,0,0,0.17
2586,0.28,0.23,0,0.04,0.56
4675,0,0.07,0,0.02,0.09
15301,0.03,0.03,0,0.01,0.07
3122,0.01,0.71,0.01,0.21,0.94
19191,0.01,0.01,0,0,0.02
15776,0.02,0,0,0,0.02
4097,0.04,0.01,0,0,0.06
15868,0,0,0.02,0,0.02
3407,0.69,0,0.04,1.68,2.41
6148,1.46,0.54,0.01,0.37,2.38
9034,0,0,0.3,0.02,0.32
14501,1.37,0.41,0.04,0.04,1.86
6157,0.03,0.01,0,0,0.04
15738,0.06,0.02,0,0,0.08
15716,0.13,0.12,0,0.02,0.28
4786,0,0,0.44,0.03,0.47
15342,0.18,0,0,0.01,0.19
2190,0.1,0.03,0,0.01,0.14
16247,2.57,1.57,0.44,0.21,4.79
14518,0.02,0.03,0,0.01,0.06
3299,0.05,0.03,0,0.01,0.08
2951,0.1,0.01,0,0.01,0.13
2390,0.43,0.05,0,0.14,0.63
7739,0,0,0.02,0,0.02
3185,0.19,0.02,0,0.02,0.23
455,0.45,0.02,0,0.04,0.51
17131,0.05,0.04,0,0.01,0.1
19038,0.19,0.39,0,0.22,0.8
1738,0,0,,0,
18075,0.29,0.2,2.13,0.18,2.79
2118,0.09,0.03,0,0.01,0.14
15908,0,0,0.53,0,0.53
16526,0,0,0.01,0,0.01
11844,0.07,6.21,0,0,6.28
19553,0.87,0.17,1.1,0.05,2.19
6316,0.42,0.02,0.02,0.03,0.49
3475,0.3,0.01,0,0.03,0.35
13168,0.09,0.07,0,0.02,0.19
9022,0,0,0.04,0,0.04
12752,0.05,0.01,0,0.01,0.07
16705,0.74,0.95,0,0.28,1.97
15635,0.13,0.04,0,0.01,0.17
9827,0.05,0,0,0.02,0.07
13260,0.41,0.6,0,0.19,1.2
19767,0.28,3.75,0.06,0.69,4.77
2271,0,0,0.15,0,0.15
11178,1.49,0.81,0,0.1,2.39
12804,0.11,0,0,0.01,0.13
12619,0.28,0.01,0,0.02,0.31
10778,1.9,1.13,0.1,0.41,3.53
3033,0.38,0.37,0,0.09,0.83
1937,1.73,1.73,0.14,0.75,4.35
14779,0.1,0,0,0.01,0.11
6606,0.02,0.01,0,0,0.04
15474,0.61,0.41,0.46,0.1,1.59
11563,0.8,0.05,0.76,0.03,1.64
10984,0,0.47,0.77,0.17,1.41
2588,0.14,0.09,0,0.02,0.24
14631,0.02,0.01,0,0,0.04
9785,0.05,0.11,0,0.03,0.19
12639,0.13,0.01,0,0.01,0.15
15255,0,0,0.02,0,0.02
4215,1.38,0.74,0.02,0.22,2.36
5199,0.09,0,0,0.01,0.09
8786,0,0,0.81,0,0.81
4713,0,0,0.03,0,0.03
10407,0.63,0.37,0,0.11,1.11
15629,1.65,0.46,0.1,0.1,2.31
4475,1.13,0.37,0.41,0.05,1.96
3691,0.86,0.03,0,0.14,1.03
9292,0,0,0.04,0,0.04
6954,0.04,0.03,0,0.01,0.08
1759,0,0,0.02,0,0.02
14977,0.12,0,0,0.01,0.13
9059,0.11,0.01,0,0.01,0.12
10291,1.81,0.05,0.01,0.15,2.02
5285,0.05,0.04,0,0.02,0.1
15627,0,0.01,0,0,0.02
2872,0,0,0.73,0,0.73
2590,0.26,0.01,0,0.02,0.29
3461,0.01,0,0,0,0.01
14551,0.56,0,0,0.03,0.59
9119,0,0,0.01,0,0.01
11115,0.16,0.35,0.01,0.12,0.64
561,0.09,0.06,0.83,0.07,1.04
14356,0.16,0.06,0,0.02,0.25
5400,0.66,0,1.45,0.03,2.14
2771,0.11,0.03,0,0.01,0.15
7909,0,0.01,0,0,0.01
3387,0.08,0.01,0,0.01,0.09
12744,0.61,0.59,0.55,0.11,1.85
5911,0.13,0.1,0,0.03,0.26
9732,0.33,0.01,0,0.05,0.4
14061,0.44,0.02,0,0,0.47
12369,0.01,0,0,0,0.02
8822,0.01,0,0,0,0.01
8469,0.32,0.05,0,0.03,0.4
19325,0,0,0.06,0.03,0.09
13165,0.14,0.11,0,0.04,0.29
3516,1.29,1.27,0.06,0.5,3.12
15249,0.31,0.13,0.02,0.04,0.49
8290,0.35,0.27,0,0.09,0.71
7077,0.6,0.03,0,0.01,0.64
2392,0.55,0.59,0,0.14,1.28
10456,0,0,0.04,0,0.04
11234,0,0,0.39,0,0.39
9470,0.02,0.01,0.12,0.01,0.15
2056,0.09,0.01,0,0.01,0.11
2939,0.05,0.02,0.08,0.01,0.16
16255,0,0,0.08,0,0.08
18258,0.09,0.13,0,0.02,0.24
2136,0.14,0.1,0,0.03,0.27
18070,0.16,0.12,0,0.04,0.33
9795,0.14,0.02,0,0.02,0.18
12867,0.11,0.02,0,0.01,0.14
1058,0,0,0.13,0,0.13
771,0.06,0,0,0,0.06
7711,0.05,0,0.64,2.93,3.63
13507,0.12,0,0,0.01,0.13
16359,0,0,0.11,0,0.11
9411,0,0,0.02,0,0.02
15919,0.06,0.05,0,0.02,0.12
7995,0,0.02,0,0,0.02
5298,0.29,0,0,0.02,0.31
717,2.93,2.75,0.17,0.99,6.83
2130,0.09,0.02,0,0,0.12
17805,0.39,0.03,0,0.03,0.45
7514,0.38,0.1,0.12,0.02,0.62
11409,0.02,0,0,0,0.02
19166,0,0.01,0,0,0.01
13218,0,0,0.03,0,0.03
4733,0.01,0.01,0,0,0.02
520,0,0,0.05,0,0.05
18367,0,0,0.01,0,0.01
12909,0,0,0.11,0,0.11
239,0.1,0.08,0,0.03,
13460,0.28,0.19,0,0.09,0.57
4320,0,0.02,0,0,0.02
2985,2.2,0.58,1.38,0.17,4.33
18796,0.09,0,0,0.01,0.1
11590,0,0,0.04,0,0.04
3100,0.2,0.14,4.1,0.02,4.47
8145,0.46,0.02,0,0.05,0.52
14746,0,0,0.13,0,0.13
9867,0,0,0.05,0,0.05
5897,0.36,0.03,0,0,0.39
13300,0.04,0.01,0,0,0.05
8928,0.09,0.02,0,0,0.11
19473,0.32,0.08,0,0.01,0.42
12581,0.09,0.02,0,0.01,0.11
19287,0.01,0,0,0,0.02
17276,0.1,0.08,0.12,0.03,0.33
9236,0.48,0.25,0,0.07,0.8
6530,0.01,0.02,0,0.01,0.04
12567,0,0,0.05,0,0.05
640,9.03,4.28,0.13,1.32,14.76
5100,0.14,0.11,0,0.04,0.28
988,0,0.02,0,0,0.02
9822,0.2,0.04,0,0.01,0.25
13914,0.14,0.02,0,0.01,0.18
12944,0,0,0.04,0,0.04
10951,0,0,0.02,0,0.02
10102,0,0,0.03,0,0.03
12066,0.01,0,0.04,0,0.05
1034,0.41,0.47,0,0.18,1.05
2901,0.05,0.04,0.84,0.16,1.09
4891,0.06,0.1,0.01,0.04,0.21
15674,0,0,0.02,0,0.02
10421,0.2,0.08,0,0.01,
10906,0,0,0.08,0,0.08
5410,0.86,0.45,0,0.06,1.36
19827,0.29,0.19,0.07,0.04,0.58
17740,0.05,0.02,0,0,0.07
7908,0.38,0.02,0,0,0.4
7355,0.19,0.13,0,0.02,0.34
358,1.3,0.44,0,0.17,1.91
2692,0.1,0.08,0,0.03,0.2
18857,0.02,0,0,0,0.02
3623,0.19,0.15,0,0.05,0.38
1388,0.39,0,0,0.03,0.42
5004,0.18,0.07,0,0,0.25
19829,0.07,0.01,0.02,0.01,0.1
17850,0,0,0.2,0.01,0.21
11181,0.06,0.05,0,0.02,0.12
16797,0.12,0,0,0.01,0.13
12822,0.39,0.2,0,0.06,0.65
13861,0.03,0,0,0.01,0.03
17104,0.06,0,0,0,0.06
16192,0,0.12,0.09,0.02,0.23
8470,0.27,0.1,0,0.05,0.43
16367,0.03,0.01,0,0,0.04
19494,0.04,0.03,0,0,0.07
16215,0.7,0.93,0.14,0.32,2.09
14172,0.05,0.04,0,0.01,0.09
13946,0.03,0.02,0.07,0.01,0.13
13519,0.07,0.04,0,0.02,0.13
4460,0.97,0.23,0,0.11,1.31
16735,0.12,0.04,0,0.01,0.17
14781,0,0,0.01,0,0.01
15187,0.15,0.08,0,0.02,0.26
238,0.13,0.05,0,0,0.17
12064,0.23,0,0,0.02,0.24
3292,0,0.01,0,0,0.02
14842,0.25,0.17,0,0.03,0.45
5087,0,0.05,0,0.01,0.06
14324,0.09,0,0,0.01,0.09
10244,0.04,0.03,0,0,0.07
4617,0,0,0.02,0,0.02
19878,0,0,0.01,0,0.01
3395,0,0,0.29,0.06,0.35
9671,0,0.13,0,0.01,0.15
8344,0.07,0.05,0,0.01,0.13
9440,0.04,0.21,0.05,0.11,0.41
1661,0.03,0.02,0,0,0.06
17659,0,0,0.03,0,0.03
10200,0,0,0.36,0,0.36
2280,0.43,0.09,0,0.06,0.58
3168,0.13,0.09,0,0.01,0.23
6084,0.05,0.19,0.03,0.04,0.31
10905,0.03,0,0.01,0,0.05
6262,0.27,0.1,0,0.03,0.4
1513,0,0,0.11,0,0.11
5384,0.07,0.04,0,0.01,0.13
4163,0,0,0.01,0,0.01
759,0.54,0.05,0.62,0.05,1.26
4016,0.14,0.11,0,0.04,0.3
12525,0.52,0.4,0,0.14,1.06
49,0,0,0.28,0,0.28
14828,0.02,0.03,0.11,0.01,0.16
3319,0,0.01,0,0,0.02
15893,0,0.08,-0.5,0.01,
18605,2.29,1.97,0.13,0.24,4.63
13856,0,0,0,0,0.01
16946,0.46,0.17,0.24,0.02,0.89
9392,0.01,0.01,0,0,0.02
13818,0.53,0.14,0,0.02,0.69
10249,0.02,0,0,0,0.02
6682,0,0,0.97,0,0.97
284,0.09,0.03,0,0,0.13
11687,0.12,0.05,0,0,0.17
15174,0.08,0.06,0,0.02,0.15
14117,0.1,0.03,0,0,0.13
18895,0.06,0,0.03,0.02,0.11
3340,0.5,0.18,0,0.01,0.69
15061,0,0,0.05,0,0.05
4048,0.1,0,0,0.01,0.11
13722,0,0,0.01,0,0.01
2725,0.82,0.17,0.01,0.09,1.09
844,0,0,0.02,0,0.02
449,0.05,0.01,0.11,0,0.17
5656,0.1,0.03,0,0.01,0.14
6402,0.03,0.02,0,0.01,0.06
12583,0.23,0.02,0,0,0.25
12916,1.58,0,0,0.12,1.7
6571,0.42,0.54,0,0.08,1.05
10533,0.36,0.02,0,0.03,0.41
10887,0.06,0,0.03,0,0.1
4327,0.21,0.16,0,0.05,0.42
16180,0,0,0.32,0,0.32
7638,1.48,0.39,0,0.06,1.93
1742,0.48,0.13,0.56,0.03,1.2
10241,0.04,0,0,0,0.04
13901,0.3,0,0,0.03,0.33
18998,0.12,0.09,0,0.03,0.24
17423,0.04,0,0,0,0.05
16207,0.5,0.02,0,0.08,0.61
19145,0.09,0,0,0.01,0.1
59,0,0,0.02,0,0.02
3446,0.22,0.05,0.13,0.02,0.42
6390,0.09,0.03,0.01,0.01,0.14
7510,0.11,0.09,0,0.03,0.23
13290,0.07,0.1,0,0.01,0.18
5679,0.32,0.06,0.64,0.04,1.06
6420,0,0,0.14,0.01,0.15
2176,0.14,0,0,0.01,0.16
14483,0.14,0.05,0,0,0.19
19815,0.03,0,0,0,0.03
3160,1.61,1.5,0.1,0.39,3.61
4826,0.07,0.01,0,0.01,0.09
8675,0.05,0.01,0,0.01,0.07
16012,0.49,0.38,0,0.13,1
1488,0.01,0,0,0,0.01
3266,0,0,0.36,0,0.36
2239,0,0.05,0,0.01,0.06
17469,0.04,0,0,0,0.04
17138,0.32,0.48,0,0.09,0.9
6507,0.21,0.16,0,0.04,0.41
14543,0.64,0.58,0.05,0.23,1.5
13548,0.06,0.33,0.02,0.03,0.44
6914,0.45,0.04,0,0.04,0.52
7454,0.21,0.16,0,0.05,0.42
3735,0.17,0.12,0,0.02,0.31
15846,0.33,0.09,0,0.01,0.42
15535,0,0,0.01,0,0.01
4616,0.12,0,0,0.01,0.13
11965,0,0.06,0,0.48,0.54
4591,0.05,0.02,0,0,0.07
9720,0.52,0.03,0,0.04,0.59
13060,0.05,0.04,0,0.01,0.09
807,1.72,1.33,0,0.16,3.21
14126,0.11,0.04,0,0.01,0.16
903,1.41,0.21,0.03,0.16,1.8
15096,0.67,0.03,0,0.06,0.75
4794,0,0,0.03,0,0.03
6942,0.37,0.25,0,0.04,0.67
18016,0.01,0,0,0,0.02
3658,0,0.08,0,0.02,0.1
8230,0.07,0.02,0,0,0.09
11072,0.09,0.25,0.02,0.06,0.42
14918,0,0,0.04,0,0.04
15411,0.03,0.03,0,0.01,0.07
4443,0.03,0.01,0,0,0.04
7627,0.18,0.01,0.5,0.02,0.71
14364,0,0,0.3,0,0.3
8960,1.52,0.1,0,0.02,
16085,0,0.03,0.02,0,0.05
16420,0.04,0,0,0,0.05
4653,0.07,0,0,0.01,0.07
3895,0,0,0.01,0,0.01
19315,1.38,1.35,0.02,0.28,3.04
18116,0.45,0.68,0,0.12,1.26
18004,2.08,1.35,0,0.54,3.98
7989,0.03,0.03,0,0.01,0.07
6446,0.11,0,0,0.01,0.12
12209,0,0,0.53,0,0.53
10118,0.13,0.16,0.13,0.03,0.45
5857,0,0,0.52,0,0.52
17288,0.33,0.1,0,0.04,0.47
11691,0,0.03,0,0.01,0.04
3913,0.03,0,0,0,0.03
19922,0,0,0.01,0,0.01
12284,0,0,0.11,0,0.11
9321,0.1,0.08,0,0.03,0.2
691,0.05,0.04,0,0.01,0.09
3123,0.02,0,0,0,0.02
2042,0.19,0.46,0,0.08,0.72
9914,0.09,0.1,0,0.02,0.22
18186,1.05,0.44,0.06,0.04,1.6
13319,0.06,0.08,0,0.01,0.15
4006,0,0,0.25,0.01,0.26
11383,0.31,0.25,0,0.06,0.63
15932,0.01,0,0,0,0.01
3212,0.1,0.04,0,0,0.14
934,0.16,0.12,0.11,0.03,0.42
15383,0.34,0.03,0.01,0.03,0.4
12224,0.25,0.07,0.17,0.05,0.53
11924,0.13,0.29,0.01,0.11,0.54
13976,0.08,0,0.11,0.01,0.2
9416,0.3,0,0,0.02,0.32
9200,1.29,0.04,0.73,0.12,2.18
13281,0.16,0.11,0,0.02,0.29
6917,0.05,0.05,0.17,0.03,0.3
12490,0.22,0.06,0,0.01,0.28
13448,0.38,0.01,0,0.06,0.46
17359,0,0.05,0,0.01,0.06
18760,0.16,0.11,0,0.02,0.3
12401,0.26,0.15,0.01,0.1,0.52
14456,0,0,0.1,0,0.1
16478,0.16,0.12,0,0.04,0.32
8190,0.17,0.69,0.02,0.15,1.04
7568,0.13,0.09,0,0.02,0.24
5238,0.08,0.02,0,0.01,0.11
8903,0.1,0.17,0,0.1,0.37
18326,0.23,0.18,0,0.06,0.47
19900,0,0,0.03,0,0.03
7367,0.07,0.01,0,0.01,0.08
15591,0.33,0.22,0,0.04,0.59
3630,0.1,0,0,0.01,0.1
10789,2.67,1.35,0.01,0.39,4.42
1936,0,0,0.07,0,0.07
6272,0.13,0.02,0.16,0.05,0.36
16610,0,0,0.02,0,0.02
19369,1.94,1.95,0.08,0.7,4.67
15815,0.06,0.02,0,0,0.08
4959,0.03,0,0,0,0.03
13560,0,0.04,0,0,0.04
359,0.63,0.36,0,0.1,1.09
4356,0.09,0.04,0,0.01,0.15
5538,0.82,0.65,0,0.19,1.67
7808,0,0.01,0,0,0.01
6891,0.83,0.28,0,0.05,1.16
15771,0.05,0.01,0,0,0.06
1472,0,0.01,0,0,0.01
8812,0.93,0.63,0,0.08,1.64
4755,0,0,0.19,0,0.19
2439,0,0,0.1,0,0.1
17367,0,0.03,0,0.01,0.03
2085,0.32,0,0,0.03,0.35
8338,0.29,0.04,0,0.02,0.36
18282,0.01,0,0,0,0.01
19586,0,0,0.16,0,0.16
10278,0,0,0.07,0,0.07
17478,0,0,0.02,0,0.02
6637,0,0,0.22,0,0.22
5735,0,0,0.05,0,0.05
3460,0.38,0.41,0.01,0.08,0.88
13955,0,0,0.04,0,0.04
16826,0.53,0.16,1.07,0.1,1.87
2633,0.72,0.19,0,0.07,0.98
7914,0.01,0.01,0,0,0.02
11981,0,0,0.08,0,0.08
6349,4.52,2.09,0.01,0.67,7.3
10622,0.14,0.04,0.05,0.01,0.24
3772,0,0.35,0,0.03,0.38
17696,0.09,0.06,0,0.01,0.15
11783,0.47,0.24,0.01,0.08,0.79
102,0,0,0.07,0,0.07
13442,0.46,2.28,0.05,0.61,3.4
14520,0,0,0.09,0,0.1
52,0,0.02,0,0.01,0.04
19650,0,0.02,0,0,0.02
16243,0,0,0.11,0,0.11
10132,0.07,0.02,0,0.01,0.1
18961,0.05,0.02,0,0.01,0.08
15376,0.21,0.16,0.77,0.02,1.16
347,0,0,0.15,0,0.15
19669,0.07,0.02,0,0.01,0.09
7887,0.87,0,0,0.07,0.94
12178,1.07,0.28,0,0.05,1.4
8951,0.01,0.01,0,0,0.02
16334,0.1,0,0,0.01,0.11
11268,0.15,0,0.02,0.01,0.18
15333,0.37,0.03,0,0,0.4
9012,0,0,0.14,0,0.14
17130,0,0,0.02,0,0.02
5997,0.09,0.07,0,0.02,0.17
3709,1.84,0.11,0,0.02,1.97
15316,0.13,0.06,0,0.02,0.21
8678,0,0.02,0,0,0.02
16527,0.07,0,0,0.01,0.08
5832,0.1,0.08,0,0.03,0.21
3300,0.82,0.42,0,0.11,1.36
17722,0.08,0.06,0.15,0.02,0.32
5650,0.03,0.01,0,0,0.05
16443,0.08,0.01,0,0.01,0.1
16358,0,0,0.06,0,0.06
8724,1.19,1.15,0.04,0.41,2.79
7812,0.19,0.01,0,0.02,0.21
9818,0.26,0.16,0,0.04,0.46
12584,0.08,0.02,0,0,0.11
13478,0,0,0.18,0,0.18
6906,0,0.04,0,0,0.05
19498,0,0.21,0,0.04,0.25
10285,0,0,0.08,0,0.08
7789,0,0.03,0,0.01,0.04
13073,0,0,0.05,0,0.05
11100,0.08,0.05,0,0.01,0.14
7180,0.12,0.02,0,0.02,0.15
11786,0,0,0.05,0,0.05
12212,0.09,0.07,0,0.02,0.18
18072,0.51,0.35,0,0.06,0.92
8299,0.36,0.28,0,0.09,0.74
12745,0.06,0.04,0,0.01,0.11
19887,0.18,0.27,0,0.1,0.55
15258,0.09,0.1,0,0.04,0.22
2677,0,0,0.03,0,0.03
8873,0.02,0.05,0,0.02,0.09
18544,1.87,1.12,1.32,0.37,4.68
1757,0.03,0.17,0,0.04,0.25
13493,0.22,0.16,0,0.04,0.42
15616,0.37,0.19,0.11,0.1,0.77
13545,0.52,0.01,0,0.04,0.57
224,0.21,0.16,0,0.05,0.43
16812,3.36,1.36,0.07,0.21,5
18792,0,0,0.14,0,0.14
2846,0.78,4.32,0.07,1.73,6.9
5949,0.1,0.08,0,0.03,0.2
2560,0.41,0.29,0,0.07,0.78
2088,0.04,0.01,0,0,0.05
5566,0,0,0.02,0,0.02
12211,1.04,0.14,0,0.1,1.29
18425,0,0,0.2,0,0.2
12229,1.9,1.83,0.95,0.49,5.17
9619,0,0,0.22,0,0.22
17047,0,0,0.13,0,0.13
18107,0.08,0.05,0.35,0.03,0.51
2107,0,0,0.11,0,0.11
10376,0.07,0,0,0.01,0.08
3715,4.1,1.89,1.45,0.16,7.6
10338,0.18,0,0,0.01,0.19
14911,0.11,0.02,0.01,0.01,0.15
19847,0.05,0.02,0,0,0.07
9374,0.98,6.42,0,0.71,8.11
8870,0,0,0.01,0,0.01
13236,0,0,0.01,0,
5757,0.05,0,0,0,0.06
8074,0.01,0,0,0,0.01
1435,0.52,0.35,0,0.06,0.93
1441,0.04,0.03,0,0.01,0.09
17564,0,0.01,0,0,0.01
11980,0.05,0.02,0,0.01,0.08
14270,0.19,0.05,0,0,0.24
17877,0.47,0.17,0,0.01,0.65
13714,0.03,0,0,0,0.03
16062,0.45,0.17,0,0.05,0.67
4112,0,0,0.19,0,0.19
338,0.26,0.15,0,0.04,0.45
4575,0,0.07,0.19,0.01,0.28
17995,0,0,0.05,0,0.05
16362,1.32,0.02,0,0,1.34
12798,1.44,0.15,0,0.05,1.64
5273,0,0,0.02,0,0.02
13308,0.37,0.03,0.04,0.04,0.48
3636,0.17,0.13,0.3,0.05,0.66
16414,0,0,0.43,0,0.43
1445,0.06,0,0,0,0.06
1596,0,0.05,0,0.01,0.06
14189,0.01,0.02,0,0.01,0.04
6733,0.15,0.03,0,0.01,0.18
2261,0,0,0.02,0,0.02
5320,0,0.01,0,0,0.01
9764,0.11,0.03,0,0,0.14
17462,1.13,0.05,0,0.03,1.22
5952,0,0,0.14,0,0.14
17627,0,0,1.71,0,1.71
17426,0.11,0.03,0,0.01,0.15
579,0.08,0.02,0,0,0.11
12959,0,0,0.03,0,0.03
17793,0.2,0.08,0,0.01,0.29
8282,1,0.14,0,0.1,1.23
2782,0.21,0.14,0,0.02,0.38
3670,0.11,0.04,0.09,0.03,0.27
14905,0,0.01,0,0,0.02
6628,0.08,0,0,0.01,0.09
18711,0.39,0,0,0,0.39
19251,0,0,0.03,0,0.03
5310,0.02,0.07,0,0.02,0.11
19549,0,0,0.12,0,0.12
8047,0.08,0.05,0,0.01,0.14
19674,0.08,0.14,0,0.02,0.24
15559,0.16,0.18,0,0.07,0.42
4933,0.6,0.47,0,0.16,1.23
625,0.01,0,0,0,0.02
15045,0.12,0.03,0,0,0.16
393,2.25,1.47,0.04,0.43,4.19
7449,0.2,0,0,0.02,0.22
5029,0.48,0.33,0,0.06,0.86
2556,0,0,0.18,0,0.18
6864,0.01,0.01,0,0,0.03
8487,0.1,0.15,0,0.07,0.33
19698,0.19,0.11,0.09,0.03,0.42
4122,0,0.04,0,0.01,0.05
7504,0,0,0.06,0,0.06
15950,0,0,0.14,0.01,0.15
1984,0,0,0.12,0,0.12
10948,0.05,0.01,0,0,0.06
8340,0.03,0.03,0,0.01,0.07
8887,0,0,0.13,0,0.14
7452,0.47,0,0,0.04,0.51
18378,0,0,0.02,0,0.02
1660,0.06,0.04,0,0.01,0.11
9596,0.03,0.02,0,0.01,0.05
16913,0.11,0.01,0.05,0.01,0.18
16376,0.3,0.08,0.07,0.01,0.47
12693,1.17,0.78,0.02,0.22,2.19
19361,0.17,0.01,0,0.01,0.19
10970,0,0,0.03,0,0.03
19928,0,0,0.04,0,0.04
9325,0.09,0.08,0,0.03,0.2
4544,0.88,2.11,0,0.23,3.23
8146,0,0,0.03,0,0.03
5921,0,0.01,0,0,0.01
6058,0.04,0,0,0,0.05
4704,0.11,0.09,0,0.03,0.23
19864,0.05,0.16,0,0.08,0.3
7245,1.13,0.87,0.29,0.25,2.54
8819,0.17,0.13,0,0.06,0.37
14372,0,0.01,0,0,0.01
3217,0.03,0.2,0.1,0.11,0.42
5587,0.1,0,0,0.01,0.11
12956,0,0,0.02,0,0.02
17207,0.16,0.05,0,0.01,0.21
17908,0.01,0,0,0,0.02
2418,0.07,0.02,0,0.01,0.1
19078,0.14,0.09,0.57,0.06,0.85
2570,0,0,0.03,0,0.03
18985,4.89,2.99,2.13,0.78,10.79
10791,0.15,0.1,0,0.02,0.27
8761,0,0,0.09,0.01,0.09
2751,0.04,0.01,0,0,0.05
17868,0.13,0,0,0.01,0.14
6936,0.11,0.09,0,0.03,0.23
17424,0.08,0.06,0,0.01,0.15
6124,0,0,0.01,0,0.01
16743,0.27,0.15,0.04,0.04,0.5
8160,0,0.05,0,0.01,0.06
17815,0.02,0,0,0,0.02
17292,1.67,0,0,0,1.68
11682,0,0,0.03,0,0.03
11684,0.22,0.05,0,0,0.27
1358,0.07,0.07,0,0.01,0.15
8068,0.11,0.09,0,0.03,0.23
18206,0.04,0.01,0,0,0.05
13998,0,0,0.02,0,0.02
6880,0.17,0.05,0,0.01,0.23
4199,0,0,0.05,0,0.05
14496,0,0,0.03,0,0.03
217,0.03,0,0,0,0.04
10229,0.03,0.01,0,0,0.05
5438,0.72,0.06,0.21,0.07,1.07
1974,0,0,0.01,0,0.01
742,1.21,0.57,0.7,0.07,2.54
10403,0.11,0.08,0.28,0.03,0.5
11615,0.12,0,0,0.01,0.14
2150,0,0,0.21,0,0.21
495,0,0,0.03,0,0.03
10247,0,0,0.03,0,0.03
6164,0.08,0.06,0,0.02,0.16
6203,0.07,0,0,0.01,0.07
15592,0.26,0.2,0,0.07,0.53
15958,0.02,0.01,0,0,0.02
12930,0.02,0,0,0,0.02
9464,0.13,0.22,0.01,0.23,0.59
14974,0.27,0.21,0,0.07,0.56
10068,0.04,0.01,0,0.01,0.06
9967,0.08,0.05,0,0.01,0.14
6400,0.18,0,0,0.01,0.19
1591,0.3,0.22,0.02,0.04,0.58
7053,0.02,0.01,0,0,0.03
10303,0.12,0,0,0.01,0.13
12117,0,0,0.17,0,0.17
4868,0.37,0.01,0,0.06,0.44
2461,0.13,0,0,0.01,0.14
15834,0,0,0.2,0,0.2
7975,0.22,0.31,0,0.17,0.71
17699,0.16,0,0,0.01,0.17
17617,0.02,0,0,0,0.03
10164,0.42,0.32,0.01,0.15,0.9
17843,0,0,0.1,0,0.1
19817,0.8,0.54,0,0.09,1.43
2186,0,0,0.23,0,0.23
19588,0.09,0.07,0.1,0.02,0.28
11970,0.49,0.14,0,0.02,0.66
4002,0.03,0.01,0,0,0.05
10842,0.08,0,0,0.01,0.08
16976,0.58,0.06,0.37,0.04,1.05
16723,0,0,0.22,0,0.22
3810,0.22,0.18,0,0.06,0.46
10274,0.04,0,0,0,0.04
5279,0.27,0.06,0,0,0.34
2953,0.05,0.01,0.06,0.01,0.12
1863,0,0,0.04,0,0.04
13380,1.54,0.46,0,0.08,2.07
13267,0.44,0.16,0,0.07,0.67
541,0.03,0.01,0,0,0.04
17708,0.18,0.05,0,0.01,0.24
18080,0,0,0.04,0,0.04
3968,0.07,0,0,0.01,0.07
15840,0.08,0.1,0.03,0.02,0.23
16543,0.24,0.09,0.01,0.03,0.36
17787,0.04,0.01,0,0,0.05
1976,1.23,0.3,0,0.14,1.68
16576,0.04,0.15,0,0.06,0.25
19497,0,0,0.38,0.03,0.41
19746,1.96,0.72,0,0.11,2.79
14514,0,0,0.12,0,0.12
19366,0.23,0,0,0.02,0.26
