ID,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
18461,0.33,0.12,0,0.01,0.45
2469,0.56,0.44,0,0.15,1.15
11862,1.24,1.2,0.04,0.3,2.77
19332,0,0.06,0,0.01,0.07
13063,0.01,0,0,0,0.01
6232,0.09,0.03,0,0,0.12
7800,0.03,0,0,0,0.03
8058,0.34,0.97,0.55,0.33,2.19
11499,0,0,0.5,0,0.5
7771,0.04,0.03,0.16,0.02,0.24
10086,0.24,0.02,0,0.02,0.28
7466,0.48,0.03,0,0.01,0.51
8806,0.2,0.03,0,0.03,0.26
10805,0.07,0.06,0,0.02,0.15
9430,0.09,0.03,0.04,0,0.16
4399,0.01,0,0,0,0.01
16110,0.03,0.01,0,0,0.04
679,23.2,2.26,4.22,0.58,30.26
7684,0.42,0.03,0,0,0.45
1204,0.1,0.08,0,0.03,0.2
16444,0.03,0.05,0,0.01,0.08
18298,0,0,0.02,0,0.02
18279,0.35,0.23,0.03,0.06,0.66
10375,0,0.04,0,0.01,0.05
15924,0.28,1.68,0.33,0.28,2.57
17253,0.19,0.21,0.01,0.08,0.49
1850,0,0.34,0,0,0.34
15067,0.02,0.01,0,0,0.03
12497,0.1,0.07,0,0.01,0.18
5439,0,0,0.56,0.04,0.6
14965,0,0,0.2,0,0.2
8323,0.11,0.02,0,0.01,0.14
7687,0.31,0.1,0,0.01,0.42
10184,0.11,0.08,0,0.03,0.21
12192,0.01,0.01,0,0,0.02
6941,0.01,0.04,0,0.01,0.07
1021,0.31,0,0,0.02,0.33
4726,0.16,0.11,0.18,0.03,0.47
15155,0.41,0.02,0,0.07,0.5
11336,0.11,0.07,0,0.03,0.21
16559,0,0,0.07,0,0.07
4398,0.02,0,0,0,0.02
7972,0,0,0.46,0,0.46
13482,0.25,0.19,0.02,0.06,0.52
11542,0.07,0,0,0.01,0.08
16684,0.15,0.13,0,0.03,0.31
15817,0.28,0.14,0,0.01,0.43
5009,0.02,0.01,0,0,0.04
15458,0.08,0.16,0,0.05,0.29
2171,0.15,0,0,0.01,0.16
5008,0.19,0.15,0.01,0.05,0.39
3962,0.07,0,0,0.01,0.08
16774,1.02,0.47,0.2,0.07,1.76
10326,0,0,0.11,0,0.11
17122,0.14,0.54,0.01,0.18,0.87
325,0.28,0.03,0.1,0.02,0.43
8897,0.19,0.05,0,0,0.24
8246,0.04,0,0,0,0.04
13209,0.04,0.03,0,0.01,0.08
9997,0.09,0.07,0,0.02,0.19
14132,0.03,0.04,0,0.01,0.08
10304,1.74,0.48,0,0.18,2.39
6744,0,0,0.59,0,0.59
18291,0,0,0.31,0,0.31
18355,0.07,0,0,0,0.07
7932,0,0,0.13,0,0.13
16056,0.26,0.17,0,0.03,0.46
4767,0.11,0,0,0.01,0.11
18304,0.04,0.01,0,0,0.05
19874,0,0.03,0,0,0.03
10079,0.21,0.3,1.33,0.04,1.89
9642,0.97,0.03,0,0.03,1.02
17438,0.05,0.04,0.17,0.01,0.28
16851,0.02,0.01,0,0,0.03
8546,0.32,0.36,0,0.09,0.78
6199,1.11,0.98,0,0.2,2.28
9468,0.05,0.01,0,0,0.07
17196,1.53,1.61,0.06,0.67,3.88
7966,0,0,0.04,0,0.04
10220,0,0,0.02,0,0.02
3868,0.19,0.09,0,0.03,0.31
7701,0,0,0.36,0,0.36
16886,0,0,0.03,0,0.03
5380,0.26,0.1,0,0.01,0.36
12110,0.09,0.02,0.06,0.01,0.17
8543,0.05,0.05,0,0.01,0.11
8974,0.49,0.52,0.03,0.21,1.26
4324,0.06,0,0,0,0.06
14747,0.32,0.09,0,0.02,0.42
12023,0.11,0.07,0,0.03,0.22
4430,0,0,0.1,0.01,0.11
512,0.35,0.24,0,0.04,0.62
5033,0.01,0,0,0,0.01
17315,15.85,12.88,3.79,3.31,35.82
7857,0,0,0.12,0.04,0.16
4331,0,0,0.29,0.04,0.33
17173,0,0,0.28,0,0.28
466,0.47,0.65,0.06,0.28,1.46
13827,0.02,0,0,0,0.02
6191,1.35,0.09,0,0.23,1.67
9231,0.1,0,0,0.01,0.11
5393,0,0,0.01,0,0.01
2425,0.13,0.03,0,0,0.17
9197,0.28,0.37,0.03,0.16,0.84
6355,0,0,0.01,0,0.01
12606,0.11,0.04,0,0,0.16
919,0.08,0.06,0,0.02,0.16
19728,0.03,0.01,0,0,0.05
11920,0,0.03,0,0.01,0.04
4783,0.04,0,0.1,0.01,0.15
17838,0.92,0.44,0.07,0.15,1.59
16360,0.28,0,0,0.02,0.3
820,0.06,0.02,0,0,0.08
4750,0.02,0,0,0,0.02
368,0.04,0.03,0,0.01,0.08
427,0,0,0.06,0,0.06
8364,0.8,0.19,0.83,0.03,1.85
8539,0,0,0.2,0,0.2
14412,0.22,0.18,0,0.04,0.43
8408,0.1,0.15,0,0.06,0.31
16745,0,0,0.17,0,0.17
16286,0.47,0.37,0,0.12,0.96
486,0,0,0.34,0.05,0.39
4535,0.02,0.01,0,0,0.03
1796,0.03,0.13,0.02,0.04,0.22
8272,0.07,0,0,0,0.07
8086,0,0,0.05,0,0.05
2211,0.12,0.04,0,0,0.16
11709,0.5,0.03,0,0.01,0.54
16495,0.28,0.22,0,0.07,0.58
2100,0.28,0.01,0,0.02,0.32
14478,0.36,0.35,0,0.14,0.85
5703,0.2,0.16,0,0.05,0.41
18907,0.07,0.02,0,0,0.09
7220,0,0,0.13,0,0.13
8090,0.08,0.02,0,0,0.1
8980,0.04,0,0,0.01,0.06
1127,0.04,0,0,0,0.04
1705,1.4,1.86,0.11,0.77,4.14
18392,0,0.02,0,0,0.02
9000,0.02,0,0,0,0.02
7276,1.04,1.37,0.06,0.49,2.96
8625,0.03,0.01,0,0,0.04
2620,0,0,0.05,0,0.05
10935,0.17,0.13,0,0.04,0.35
2134,2.1,0.74,2.2,0.11,5.15
16833,0.07,0.06,0.02,0.02,0.17
17107,0,0.04,0,0.01,0.05
17219,0.06,0.02,0,0,0.08
18647,1.53,0.82,0.04,0.24,2.63
4373,0,0,0.02,0,0.02
1279,0.14,0.1,0,0.02,0.26
15184,0,0.04,0,0.01,0.04
19210,0,0,0.04,0,0.04
10894,0,0,0.11,0,0.11
13889,0.38,0.29,0,0.1,0.77
4634,0,0,0.03,0,0.03
3634,0.27,0.04,0.17,0.02,0.5
13971,0.39,0.1,0,0.01,0.5
8516,0.01,0,0,0,0.02
13681,0.19,0.05,0,0.01,0.24
4949,0.04,0,0,0,0.05
4436,0.11,0.09,0,0.03,0.23
7839,0.09,0.07,0,0.02,0.18
12203,0.36,0.13,0,0.01,0.5
9834,0.04,0.01,0,0,0.05
9560,0.14,0.01,0,0.01,0.16
5321,0,0,0.01,0,0.01
2459,0.32,0.07,0,0,0.4
9068,0.13,0.06,0,0.04,0.24
11956,0.32,0.07,0,0.01,0.4
6435,0.14,0.03,0,0.01,0.18
1778,0,0.01,0,0,0.02
14121,0,0,0.07,0,0.07
10757,0.11,0,0,0.01,0.12
1430,0.07,0,0,0.01,0.08
10742,0.21,0.08,0,0.01,0.29
6786,0.18,0.14,0,0.05,0.37
9878,0.06,0,0.13,0.01,0.21
17969,0.04,0.01,0,0,0.05
3386,0.03,0,0,0,0.04
18588,0.44,0.31,0,0.08,0.83
3996,0.2,0,0,0.02,0.23
4268,0.05,0.08,0,0.02,0.14
8267,0.07,0.01,0,0.01,0.08
7049,0.13,0.03,0,0,0.16
16209,0.13,0.04,0,0.01,0.17
13890,0.02,0,0,0,0.02
14554,0.01,0,0,0,0.01
17494,0.13,0.12,0,0.06,0.32
4053,0,0.04,0,0,0.04
18447,0.08,0.02,0,0.01,0.1
18683,0.38,0.2,0,0.05,0.63
6049,0,0,0.04,0,0.04
620,0.04,0.02,0,0.01,0.07
9203,0.41,0.03,0,0,0.44
14008,0,0.01,0,0,0.01
7465,0.94,0.17,0.02,0.13,1.25
2941,0,0.01,0.09,0,0.1
16854,0.16,0,0,0.01,0.17
2252,0.03,0.01,0,0,0.04
11915,0.09,0.03,0,0,0.12
11067,0.11,0.01,0,0.16,0.28
12344,1.59,0.8,0,0.26,2.65
19625,0,0,0.12,0,0.12
1011,0.48,0.01,0,0.04,0.53
9677,0,0,0.07,0,0.07
13445,0.16,0.04,0,0.01,0.21
3070,0.19,0.01,0,0.02,0.22
12984,0.23,0.08,0,0.01,0.32
14731,0.03,0.01,0,0.01,0.05
16273,0.07,0.05,0,0.01,0.12
14649,0,0,0.04,0,0.04
10739,0,0.13,0,0,0.13
4514,0,0,0.01,0,0.01
6269,1.89,1.99,0.22,0.48,4.58
10077,0.57,0.67,0,0.07,1.31
13684,0,0,0.62,0,0.62
10949,0.4,0.17,0,0.05,0.63
18910,0,0,0.14,0,0.14
5288,0.42,0.11,0,0.02,0.55
10660,0,0,0.24,0,0.24
16758,0.02,0.03,0,0,0.06
14370,0.81,0.55,0,0.1,1.46
5068,0,0,0.09,0,0.09
5977,0.21,0.11,0,0.06,0.38
2637,0.07,0,0,0.01,0.08
19318,0.05,0.03,0,0.01,0.1
18323,0.22,0.15,0,0.03,0.4
9277,0,0.02,0,0,0.02
3591,0,0,0.01,0,0.01
12412,0.08,0,0,0.01,0.09
14804,0.01,0,0.09,0.01,0.11
13,0,0,0.16,0.01,0.17
3651,0,0.02,0,0,0.03
12331,0.23,0.16,0,0.03,0.41
5940,0,0.03,0,0,0.03
12150,0.38,0.86,0,0.16,1.4
17168,0.18,0.26,0,0.04,0.48
10754,0.09,0,0,0.01,0.1
7964,0.1,0,0,0.01,0.11
1164,0,0,0.35,0.01,0.36
8454,0.33,0.08,0,0.01,0.42
16442,0.04,0,0,0,0.04
14592,0.1,0,0,0.01,0.11
17973,1.65,0.61,1.76,0.09,4.12
1859,0,0,0.05,0,0.05
3389,0,0.03,0,0,0.03
14728,0.03,0.02,0,0,0.06
3911,0.05,0.04,0,0.01,0.1
174,0,0,0.03,0,0.03
16795,0,0,0.02,0,0.02
19075,0.21,0.17,0.16,0.06,0.59
5105,0,0,0.02,0,0.02
8439,0.12,0.08,0.74,0.07,1.01
8283,0.21,0.01,0,0.02,0.23
12340,0.13,0.1,0,0.03,0.26
12890,0,0,0.02,0,0.02
3946,0.16,0.38,0.01,0.21,0.76
15777,0.1,0.02,0.04,0,0.17
18755,0.08,0.01,0.13,0.01,0.24
13315,0.13,0.05,0,0,0.18
235,0,0.03,0,0,0.03
14580,0,0.25,0,0.08,0.33
12102,0.1,0.03,0,0,0.14
15900,0,0,0.26,0.02,0.27
15388,0,0.03,0,0,0.03
3097,0,0,0.04,0,0.04
2562,0,0,0.12,0,0.12
15985,0.12,0.03,0,0.01,0.16
11375,0.6,0.3,0,0.09,0.99
6410,0.06,0.01,0,0,0.07
17587,0.15,0.12,0.11,0.04,0.41
1406,0.11,0.03,0,0.01,0.15
19940,0.06,0.09,0,0.02,0.18
19855,0.23,0,0,0.02,0.25
2748,0.12,0.05,0,0.03,0.2
11616,0.18,0.05,0,0.01,0.23
18548,0.16,0,0,0,0.16
2213,0.09,0.01,0,0.01,0.11
17676,0.21,0.05,0,0.01,0.27
16279,0.11,0.04,0,0.01,0.16
975,0,1.18,0,0.43,1.61
5651,0.09,0,0,0.01,0.1
5141,0.04,0.03,0,0.01,0.08
14042,0.02,0.01,0,0,0.03
7126,0.06,0.04,0,0.01,0.11
6742,1.24,0.43,0.03,0.12,1.82
5262,0.11,0.04,0,0.01,0.17
13764,0.7,0.58,0,0.07,1.35
1104,0.03,0.02,0,0,0.06
13892,0,0,0.06,0,0.06
571,0,0,0.45,0,0.45
1600,0.01,0,0,0,0.02
11273,0.09,0.07,0,0.02,0.19
14304,0.02,0,0.05,0,0.07
2543,0.48,0.28,0,0.04,0.8
1436,1.7,0.46,0.06,0.41,2.63
13571,0.38,0.26,0,0.04,0.68
14575,0.04,0.11,0,0.03,0.18
8536,0.12,0.1,0.03,0.03,0.28
3992,3.27,2.83,0.08,1.02,7.2
14527,0.37,0.14,0,0.01,0.52
16438,0,0.05,0,0.01,0.06
13873,0.17,0.41,0,0.15,0.74
7721,0.91,0.05,1.07,0.09,2.12
14470,0,0,0.14,0,0.14
6192,0.04,0.03,0,0.01,0.07
6970,0.49,0.33,0,0.06,0.87
18868,1.64,0.36,0,0.07,2.07
6644,0.39,0.09,0.43,0.01,0.92
18663,0,0.02,0,0,0.02
17134,0.08,0,0,0.01,0.09
1833,0.42,0.23,0,0.06,0.71
15927,0.25,0.17,0.01,0.05,0.47
9407,0.06,0.02,0,0,0.08
6885,0.22,0.06,0,0.01,0.29
17529,0,0,0.03,0,0.03
10794,0.2,0.05,0,0.01,0.26
5065,0.19,0.23,0,0.09,0.51
45,0.18,0.05,0,0.01,0.24
7580,0.19,0.15,0,0.05,0.39
10073,0.16,0.05,0,0.01,0.21
7979,0.14,0.05,0,0,0.19
7889,0,0,0.02,0,0.02
169,0,0,0.01,0,0.01
374,2.89,1.54,0,0.46,4.9
14454,0,0.03,0,0,0.03
10644,0.08,0.07,0,0.02,0.17
17233,0,0,0.7,0.02,0.72
1809,0,0,0.02,0,0.02
16217,0.21,0.16,0,0.05,0.42
17631,0.38,0.24,0,0.16,0.78
19087,0,0.05,0,0,0.05
2869,0.08,0,0,0,0.08
10641,0.24,0.15,0,0.1,0.48
16053,0.38,0.1,0,0.01,0.5
8563,0.13,0.04,0,0.01,0.17
17265,0,0.16,0,0.01,0.17
12108,0.13,0.07,0.27,0.05,0.51
17318,0.56,0.21,0,0.01,0.78
6521,0,0,0.12,0,0.12
8662,0.06,0.05,0,0.02,0.13
12190,0.08,0.03,0,0,0.11
17186,0,0.04,0,0.01,0.05
10638,0,0,0.04,0,0.04
518,0.26,0.1,0,0.01,0.36
2963,0.09,0.01,0,0.01,0.11
16193,0,0,0.02,0,0.02
10234,0.18,0,0,0.01,0.19
7897,0,0.13,0,0.03,0.17
15812,0.06,0.04,0,0.02,0.12
9714,1.78,1.42,0.05,0.38,3.63
10052,0.24,0.02,0,0.02,0.28
8450,0,0,0.08,0,0.08
3021,0,0,0.12,0,0.12
5963,0,0,0.31,0.02,0.33
10812,0,0,0.06,0,0.06
5407,0,0,0.03,0,0.03
8224,0.18,0.14,0,0.05,0.36
15628,0.32,0.09,0,0.02,0.42
11090,0.01,0,0.25,0,0.26
10968,0,0,0.7,0,0.7
10089,0,0,0.02,0,0.02
18843,0,0.05,0,0.02,0.07
7816,0.11,0.03,0,0,0.14
18814,0.08,0.03,0,0,0.11
1506,0.11,0.01,0,0.01,0.13
16479,0.1,0,0,0.01,0.11
2351,0,0,0.02,0,0.02
8860,0.21,0.14,0,0.02,0.38
18178,0.03,0.03,0,0.01,0.07
7542,0,0,0.01,0,0.01
18104,0,0.01,0,0,0.02
8577,0,0,0.02,0,0.02
16662,0.03,0,0,0,0.04
12071,0.11,0.06,0,0.02,0.18
16852,0.04,0.01,0.12,0.01,0.19
9972,0.19,0,0,0.01,0.2
14657,0.51,0,0,0.04,0.55
3844,0.03,0.01,0,0,0.04
2564,0.06,0.05,0.15,0.03,0.29
15382,0.37,0.25,0,0.04,0.66
3281,0.29,0,0,0.02,0.31
3541,0.17,0,0,0.01,0.19
18541,0.06,0,0,0,0.07
16268,0.08,0,0,0.01,0.09
11396,0,0.04,0,0.57,0.61
14072,0.08,0.07,0,0.02,0.17
19308,0,0.02,0,0.01,0.03
5555,0.12,0.09,0,0.03,0.24
2495,0.07,0.02,0,0,0.1
19103,0.35,0.03,0,0.02,0.4
5931,0,0.1,0,0.02,0.12
1505,0.11,0.01,0,0.01,0.13
29,0,0,0.13,0,0.13
7033,0.2,0.14,0,0.02,0.36
8856,0.11,0.22,0,0.12,0.45
8095,0.04,0,0,0,0.04
279,0.11,0.02,0,0.02,0.14
14629,0.17,0.78,0,0.04,1
16690,0,0,0.02,0,0.02
477,0.11,0,0,0.01,0.12
15203,0.03,0.02,0,0,0.06
10498,0,0.03,0.06,0,0.1
2481,0,0.01,0,0,0.02
7046,0.2,0.07,0,0,0.28
1220,1.48,0.09,0,0.02,1.59
14944,0.06,0.02,0,0,0.08
4955,0.13,0.07,0,0.02,0.22
8089,1.17,0.5,1.75,0.08,3.51
12824,0.03,0,0,0,0.04
15065,0.31,0.22,0.03,0.05,0.6
572,0.05,0,0,0,0.05
7124,0.05,0.01,0,0,0.07
6430,0,0.09,0.19,0.01,0.29
18884,0.43,0.33,0,0.11,0.87
17039,0.04,0.02,0,0,0.06
18921,0.15,0.42,0,0.05,0.62
10877,0.07,0.06,0.01,0.01,0.15
1266,0.02,0,0,0,0.02
16320,0.07,0.05,0,0.01,0.13
11052,0.02,0,0,0,0.03
7475,0.03,0.02,0,0.01,0.06
15494,0.08,0.03,0,0.01,0.12
10485,0,0.07,0,0.01,0.08
14101,0.25,0.08,0,0.03,0.36
7495,0,0,0.29,0,0.29
6814,0,0.02,0,0,0.03
16680,0.07,0.04,0,0.01,0.12
7269,0.08,0,0,0.01,0.08
12393,0.28,0.02,0,0.03,0.32
1773,0,0.13,0,0.04,0.17
18450,0.05,0.01,0,0,0.07
1896,0,0.01,0,0,0.01
17841,0.06,0.05,0,0.02,0.13
13796,0.41,0.07,0,0,0.48
12988,0.02,0.01,0.04,0.01,0.08
18555,0,0,0.04,0,0.04
1016,0.36,0.07,0,0.01,0.45
15843,0.12,0,0,0.01,0.13
2219,0.31,0.12,0,0.01,0.43
4287,0,0,0.01,0,0.01
9081,0.01,0,0,0,0.01
18777,0.06,0.05,0,0.02,0.13
381,0.54,0.1,0,0.06,0.69
18032,0.15,0.04,0,0.01,0.2
4037,0.42,0.33,0,0.11,0.86
13591,0.12,0.1,0,0.03,0.25
12072,0,0,0.08,0,0.08
16950,0.01,0,0,0,0.01
8353,0.08,0,0,0.01,0.09
18467,0.21,0.05,0,0,0.26
598,0.02,0.02,0,0.01,0.04
15933,0.33,0.21,0,0.09,0.63
7456,1.12,0.03,0,0.09,1.24
7751,0.15,0.1,0,0.02,0.28
7368,0,0,0.04,0,0.04
2882,0,0,0.14,0,0.14
4567,0.3,0.11,0,0.01,0.41
17537,0,0,0.08,0,0.08
2304,0,0.03,0,0.01,0.04
14131,0.25,0.17,0,0.03,0.45
506,0.11,0.09,0.64,0.03,0.87
16416,0.12,0,0,0.01,0.13
18308,0.02,0.06,0,0.01,0.08
16465,0.19,0.25,0.04,0.09,0.57
8526,0.08,0.06,0,0.02,0.16
18430,0.4,0.03,0.08,0.04,0.54
9327,2.95,0.6,1.97,0.04,5.55
2716,0.04,0.01,0,0,0.05
15227,0.09,0.84,0.11,0.15,1.19
19888,0.1,0.08,0,0.03,0.2
13331,0,0,0.05,0,0.05
17996,0.4,0.1,0,0.04,0.54
14672,0.22,0.15,0,0.03,0.4
15163,0.67,0,0,0.05,0.72
14906,0.21,0.06,0,0.01,0.28
13583,0,0,0.03,0,0.03
6050,0.28,0.22,0.11,0.07,0.68
18068,2.55,1.56,1.29,0.99,6.39
15569,1.01,1.41,0.05,0.53,2.99
12366,0.42,0.02,0,0,0.45
4762,0,0,0.06,0,0.06
13706,0.22,0,0,0.02,0.24
5441,0.35,0.12,0,0.04,0.51
12952,0,0,0.02,0,0.02
18487,1.08,0.66,0,0.17,1.91
4728,0.12,0.09,0,0.03,0.24
2306,0.05,0.01,0,0.01,0.07
11316,0.06,0.02,0.02,0,0.1
14668,0.09,0,0.1,0.01,0.21
11433,0.2,0.08,0,0.01,0.28
816,0,0,0.03,0,0.03
2159,0,0,0.04,0,0.04
10425,0.07,0,0,0.01,0.08
4203,0.06,0.02,0,0,0.08
3781,1.19,0.71,0.22,0.13,2.24
10336,0,0,0.03,0,0.03
17226,0,0,0.03,0,0.03
885,0.06,0.02,0,0,0.09
17028,0.2,0,0,0.02,0.21
9370,0,0,0.4,0,0.4
15562,0.22,0.03,0,0.02,0.27
5470,0.25,0,0,0.02,0.27
8392,0.08,0.04,0,0.01,0.13
1804,0.15,0.1,0,0.02,0.27
7605,0.66,0.47,0,0.11,1.24
2503,0.07,0.02,0,0,0.09
8963,0.22,0.06,0,0.01,0.29
13611,0,0,0.23,0,0.23
8085,0.96,0.02,0.01,0.08,1.06
4003,0.06,0,0.2,0.01,0.27
16026,0,0,0.01,0,0.01
6809,0,0,0.1,0,0.1
1056,0.18,0,0.01,0.01,0.21
5054,0.36,0.08,0,0.01,0.45
12128,0.05,0.02,0,0,0.07
18677,0,0,0.15,0.01,0.16
5359,0.05,0,0,0,0.05
13758,0.13,0.04,0,0.01,0.17
2205,0.41,0.09,0,0.01,0.51
11941,0.08,0,0.13,0.01,0.22
13332,0.01,0,0,0,0.01
2804,0,0,0.03,0,0.03
10614,0,0.09,0.04,0.02,0.15
16413,0.37,0.02,0.14,0.03,0.56
10575,0,0.04,0,0,0.05
7828,0.18,0.06,0,0,0.24
478,0.15,0,0.07,0.01,0.24
2595,1.04,0.37,0,0.06,1.47
13416,1.03,0.27,0,0.04,1.34
3958,1.3,0.09,0,0.12,1.51
4473,0.14,0,0,0.01,0.15
1590,0.21,0,0,0.01,0.22
16377,0.39,0.25,0,0.06,0.7
17229,0,0,0.01,0,0.01
18318,0.01,0.01,0,0,0.02
8681,0,0.02,0,0,0.02
19905,0,0.02,0,0,0.03
9428,0,0,0.19,0,0.19
11762,0,0,0.23,0.02,0.25
15509,0.08,0.06,0,0.02,0.16
5088,0,0,0.36,0,0.36
12872,0.6,0.73,0.02,0.28,1.63
4383,0.23,0.06,0,0,0.29
12475,0.08,0.06,0,0.02,0.17
18088,0.32,0.02,0,0.03,0.36
3656,0.07,0.06,0,0.02,0.14
3873,0.13,0.04,0,0.01,0.17
13431,0.09,0.03,0,0,0.13
11326,0.05,0.03,0,0.01,0.08
15918,0.07,0.05,0,0.02,0.14
18754,0.08,0.02,0,0,0.1
5421,1.15,0,0.76,1.09,3
8196,0.04,0.02,0,0.01,0.07
13269,0.45,0.35,0,0.12,0.92
2766,0,0,0.01,0,0.01
9761,0.08,0.06,0,0.02,0.16
3901,0.01,0.01,0,0,0.03
3587,0.05,0,0,0,0.05
17988,0,0,0.04,0,0.04
14288,0,0,0.08,0,0.08
8080,0,0,0.07,0,0.07
6953,0,0,0.01,0,0.01
15694,0.24,0.16,0,0.03,0.43
15696,0.32,0.4,0,0.09,0.81
18530,0.3,0.23,0,0.08,0.61
14762,0.35,0.27,0.21,0.09,0.91
5356,0,0,0.02,0,0.02
18729,0.16,0.02,0,0.02,0.19
18672,0,0.01,0.01,0,0.02
7830,0.82,0.01,0,0.07,0.89
11418,0.25,0.09,0,0.01,0.34
5702,0.45,0.01,0,0.04,0.5
5386,0,0,0.02,0,0.02
6550,0.04,0.03,0,0,0.07
9851,0.04,0.07,0.03,0.01,0.15
10635,0,0,0.09,0,0.09
19071,0,0,0.02,0,0.02
16236,0.14,0.09,0,0.02,0.26
17622,0.12,0.12,0,0.05,0.29
18822,0,0,0.31,0,0.31
7644,0.14,0.11,0,0.04,0.28
17652,0.01,0.06,0,0.02,0.1
1260,0,0,0.01,0,0.01
5093,0.36,0.04,0.04,0.04,0.49
7807,0,0,0.05,0,0.05
18923,0.17,0.01,0.23,0.02,0.43
8462,0,0.02,0,0,0.02
10921,0.59,0.31,0,0.1,0.99
15876,0.09,0.03,0.62,0.02,0.76
14148,0.54,0.1,0,0.06,0.7
17921,0.18,0,0.33,0.02,0.53
10723,0.03,0,0,0,0.04
4746,0.11,0.02,0,0.01,0.14
3192,0.15,0,0,0.01,0.16
16226,0,0,0.02,0,0.02
10578,0.22,0.06,0,0.01,0.29
11531,0,0,0.02,0,0.02
7575,0,0.05,0,0.01,0.06
1499,0.07,0,0,0.01,0.07
3142,0.3,0.03,0.16,0.03,0.53
4458,0,0.05,0,0.01,0.06
9340,1.04,0.8,0.01,0.22,2.06
15799,0.12,0.05,0,0.02,0.2
690,0,0.04,0,0.01,0.05
16519,0.11,0.03,0,0.01,0.14
8754,1.11,0.63,0.07,0.16,1.98
15209,1.39,0.48,0.4,0.08,2.35
11834,0.15,0.04,0,0.01,0.19
15578,0.5,0.37,0,0.1,0.97
5280,0.51,0,0,0.03,0.54
1704,0,0,0.22,0,0.22
16937,0,0,0.01,0,0.01
884,0.1,0.06,0,0.02,0.17
11666,0.21,0.14,0,0.02,0.38
19067,0.01,0,0,0,0.02
13913,1.37,2,0.14,0.22,3.73
9921,0.04,0.03,0,0.01,0.07
4864,0.11,0.07,0.12,0.02,0.32
16441,0,0.04,0.09,0.02,0.15
8772,0.55,0.38,0,0.06,0.99
17325,0.01,0.53,0,0.12,0.67
13760,0.13,0.03,0.03,0.02,0.2
9999,0,0,0.07,0,0.07
15560,0,0,0.63,0,0.63
5053,0.4,0.15,0,0.06,0.6
14374,0.2,0.01,0,0.02,0.22
19183,0.04,0.01,0,0,0.05
6322,0.55,0.03,0,0.01,0.58
904,0.71,0,0,0.06,0.77
6573,0.03,0,0,0,0.03
19097,0.21,0,0.1,0.02,0.33
19489,0.87,0.38,0.02,0.11,1.38
4984,0.36,0.19,0,0.05,0.6
11855,0.01,0,0,0,0.02
15311,0.09,0.33,0.2,0.18,0.8
17323,0,0,0.49,0.03,0.53
6779,0.25,0,0,0.02,0.27
11406,0.02,0,0,0,0.02
3553,0,0,0.17,0,0.17
3750,1.06,0.52,0.01,0.14,1.73
13372,0.67,0.25,0,0.02,0.93
18463,0.23,0,0,0.02,0.24
12605,0.14,0.05,0,0,0.2
10898,0.09,0.14,0,0.04,0.27
7576,2.62,0.6,1.52,0.1,4.85
9889,0.51,0.51,0.91,0.32,2.25
12724,0,0.01,0,0,0.01
4552,0,0.02,0,0.06,0.09
16899,0.04,0.02,0,0.01,0.07
18655,0.09,0.02,0,0,0.12
3353,0,0.01,0,0,0.02
2780,0.02,0,0,0,0.02
19788,0,0,0.03,0,0.03
528,0.08,0.09,0,0.02,0.19
149,0,0.04,0,0.01,0.05
13158,0.16,0,0,0.01,0.17
18959,1.75,0.03,0,0.08,1.86
17884,0.07,0.03,0,0.01,0.11
14616,0.59,0.85,0.02,0.17,1.62
4792,0.02,0.06,0.11,0.02,0.2
3563,0.02,0,0,0,0.02
12317,0,0,0.1,0,0.1
1044,0,0,0.02,0,0.02
10787,0.17,0.51,0,0.11,0.79
9143,0,0.03,0,0,0.03
2959,0,0,0.39,0.03,0.41
4856,0.18,0,0,0.01,0.19
3655,2.19,0.22,0,0.38,2.79
10762,0.11,0.15,0,0.03,0.29
5752,0,0,0.35,0,0.35
17309,0,0,0.03,0,0.03
7232,0.02,0.05,0,0.01,0.08
15852,0,0.02,0,0.01,0.03
11872,0,0,0.05,0,0.05
15487,0.32,0.07,0,0,0.4
17115,0.54,0.02,0,0.09,0.65
106,0.13,0.15,0,0.05,0.33
9060,0,0,0.02,0,0.02
6855,0,0,0.38,0,0.38
3489,0.43,0.29,0,0.05,0.77
7744,0.11,0.03,0,0.02,0.16
2403,0.02,0.02,0,0.01,0.05
18317,0,0,0.03,0,0.03
1884,0,0,0.17,0,0.17
7656,0.3,0.12,0.24,0.07,0.74
7275,0.21,0.05,0,0,0.26
18343,0.07,0,0,0.01,0.08
16260,0.04,0.02,0,0,0.06
11972,0.73,0.1,2.35,0.02,3.2
11998,0.35,0.52,0.04,0.09,0.99
6719,0.1,0.11,0,0.05,0.26
4753,0,0.04,0,0.01,0.04
7665,0.14,0.17,0,0.06,0.37
14955,0.36,0.01,0,0.06,0.43
10298,0.45,0.25,0.3,0.16,1.16
10088,0.2,0.14,0,0.02,0.36
12509,0,0.01,0.04,0,0.05
18348,0.01,0.05,0,0.01,0.07
12256,2.26,1.89,1.36,0.23,5.74
12527,0.02,0,0,0,0.03
19683,0.19,0.36,0.01,0.13,0.7
19836,0.16,0.04,0,0,0.2
1938,0.06,0.04,0,0.01,0.11
10535,0.01,0.24,0.86,0.09,1.2
19620,0,0,0.18,0,0.18
1905,0.39,0.07,0.32,0.01,0.79
